technique,true_positives,false_positives,true_negatives,false_negatives,FDR,n_true_do_called,n_consensus_peaks,n_true_do,it,prop.do,symmetry,constant.background,equal.DNA.bind,equal.lib.size,prop.consensus,more.background.cond,FDR.threshold,condA_rep1,condA_rep2,condA_rep3,condA_rep4,condA_rep5,condA_rep6,condA_rep7,condA_rep8,condA_rep9,condA_rep10,condB_rep1,condB_rep2,condB_rep3,condB_rep4,condB_rep5,condB_rep6,condB_rep7,condB_rep8,condB_rep9,condB_rep10
TMM_PEAKS,2425,161,7336,75,0.06225831399845321,2499,9996,2500,1,0.25,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.9030768750452575,0.8945832862538466,1.0973435211395717,1.0902422664675775,0.9139646671520573,1.1382189094798614,0.8002917169002082,1.0324724092856477,1.0032049154804883,0.8122761055884498,0.9340055848793021,1.0340677495706418,1.3563325439742382,1.0636071821052022,1.0176746089329758,1.0455704096620506,0.705470608333761,0.9206059301844663,0.9025823694693254,1.3126119648525758
RLE_PEAKS,2433,180,7317,67,0.06888633754305395,2499,9996,2500,1,0.25,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.9403927780368871,0.9308942240108602,1.1390468100303384,1.136435500380949,0.951698877620131,1.185611091876133,0.8287724378920712,1.073137369716432,1.0436120770023987,0.8409503672677531,0.957551194137961,1.0610728210476343,1.3702940303109599,1.085807940144471,1.0270282721846713,1.0694928069068057,0.719249151897275,0.9424786417393788,0.9254825612922615,1.3401606411875033
LIB_BINS,2448,199,7298,52,0.07517944843218738,2499,9996,2500,1,0.25,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.9985014682039239,0.997139113156611,1.0270827213328015,1.0239890237584262,0.9984607307326989,1.0313266649096022,0.9813870298119752,1.0148522748636308,1.012656760188476,0.9856370448388141,0.9811792295380823,0.9927992014985593,1.0290383158048286,0.9962804926092533,0.9913961089800213,0.9952410995333347,0.9561015947877816,0.9799453542077098,0.9787671011938175,1.0282186700496525
TMM_BINS,2443,175,7322,57,0.06684491978609626,2499,9996,2500,1,0.25,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.9956760598156026,0.9936310225592869,1.0171554942627636,1.0161259667525648,0.9925551798509621,1.0209526290800337,0.9820165172157376,1.0108445167244677,1.0065964728031238,0.9836251088653106,0.9869751024788745,0.9982496469384609,1.0328434163972118,1.000039131411756,0.9963372459613825,1.000780663440778,0.9622457448567283,0.9857295407115527,0.984688129475003,1.0318413761117056
RLE_BINS,2445,179,7318,55,0.06821646341463415,2499,9996,2500,1,0.25,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.9961340563084508,0.9958196146275458,1.0210133770095204,1.019455377464659,0.9958433331172807,1.0244800035220238,0.9833038310781944,1.0110005542499536,1.0080081741912457,0.9870498933487873,0.9885850779505971,1.0000451483851305,1.031863192546618,1.0017076718591895,0.9973205936987172,1.0018263276972426,0.9629649542955387,0.9871149805639439,0.984665284753787,1.032505443922179
DBA_NORM_OFFSETS_ADJUST,2478,977,6520,22,0.28277858176555715,2499,9996,2500,1,0.25,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAnorm2,2362,144,6979,138,0.05746209098164405,2417,9540,2500,1,0.25,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oracle,2893,153,6844,107,0.050229809586342745,3000,9997,3000,1,0.3,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.7987133377250397,1.026724603680231,1.0983621533831367,0.7555575791412549,1.0862086077034008,0.9582774676068302,0.9286879180862224,0.8129355477959284,0.875339335651435,0.6940113489657276,1.1483696148539964,1.3410411972667255,1.2523899927701836,0.9544394980983912,1.063621569413528,1.2746239300196884,1.225882973264712,1.3493430159287774,0.7696674612647761,0.968752886861095
LIB_PEAKS,2992,1410,5587,8,0.3203089504770559,3000,9997,3000,1,0.3,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.8952159434979419,1.1202549339783618,1.203626373538847,0.8529027652686791,1.1881939046615384,1.05574795746345,1.0314036316303838,0.9118962493472087,0.9759058610548577,0.7897338947832715,1.0053813633158764,1.1700285843165654,1.0968628582033288,0.8474441422594327,0.9345821024955588,1.1124563953990039,1.0682068573863055,1.1746960255861447,0.7023835367646843,0.8630766190485588
TMM_PEAKS,2931,170,6827,69,0.05482102547565301,3000,9997,3000,1,0.3,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.8182512355852866,1.0206227694067633,1.0956816505515459,0.782398735281294,1.0790316665865813,0.9656726298566,0.9455136761314702,0.8357944198998982,0.8901293041488091,0.7233641288699082,1.1044320739434668,1.2765332550026438,1.1985140045413756,0.9282037306739879,1.033670782753359,1.2120054538873393,1.1645709151829022,1.2814488039218555,0.7711183416534688,0.9431992186233392
RLE_PEAKS,2941,182,6815,59,0.058277297470381045,3000,9997,3000,1,0.3,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.8534679544044733,1.0581312361176007,1.1354930699716144,0.8092342131579583,1.1100980464663461,1.0034998602810377,0.9721101119218533,0.8636710176362867,0.9188803874111517,0.7511570871002261,1.1245294272249264,1.304211385179723,1.2199839841144313,0.9467132478583931,1.0483605996489447,1.2409824018596527,1.1892958140922099,1.3126047540051977,0.7858213427150909,0.9627860992177468
LIB_BINS,2988,979,6018,12,0.24678598437106125,3000,9997,3000,1,0.3,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.9899528836759975,1.0128146172217445,1.0251937139741543,0.9808795896298514,1.0243523475408989,1.0062771980727507,1.0044853446704598,0.9908231003228495,0.9972871182481349,0.9739300245723352,1.000255746349236,1.0212302441538623,1.010582945257073,0.9807902913496716,0.9941108471131209,1.015060223643323,1.0085956169381685,1.0207191832272944,0.9610555676898724,0.9816033963491997
TMM_BINS,2986,832,6165,14,0.2179151388161341,3000,9997,3000,1,0.3,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.9871990657624364,1.004421298823391,1.0170788528716352,0.9800810641875736,1.013693351934131,0.9985486702455232,0.9990134538714341,0.9887166310707352,0.9928831894625723,0.9744246233108367,1.004323534630801,1.0269653601205109,1.0148758546829986,0.9871988210566269,0.9991520865510657,1.0200653105051942,1.0133716878220589,1.0241201992676314,0.9663378645358571,0.9871433707580278
RLE_BINS,2988,864,6133,12,0.22429906542056074,3000,9997,3000,1,0.3,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.9902186679466695,1.0089016442296568,1.0190137442762088,0.9834834642144634,1.018643859896417,1.0008576229967716,1.0020575461371757,0.9917002883704735,0.9961620178790936,0.9760482951053598,1.0057571922178188,1.0266869046373206,1.0133220714490996,0.9863175230378876,1.000553391369086,1.0188550885847045,1.012535158511358,1.0243941784703847,0.9662721810395887,0.9894540352206155
DBA_NORM_OFFSETS_ADJUST,2989,1155,5842,11,0.27871621621621623,3000,9997,3000,1,0.3,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAnorm2,2867,140,6505,133,0.046558031260392416,2905,9550,3000,1,0.3,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oracle,3400,179,6320,100,0.050013970382788486,3500,9999,3500,1,0.35000000000000003,TRUE,TRUE,FALSE,TRUE,0.75,FALSE,0.05,0.8930378151014888,1.0572484912290836,0.7451603906099398,0.75541591107907,0.9662475006093444,0.9758960419395856,0.9361252551763146,0.9336975574073264,1.0182675025079342,0.5674170117738567,1.3798460007200628,1.0219321704832538,1.3587873848521892,1.5748926962847547,0.914277258881932,1.2820187722765504,0.811048362718677,1.1568836085908576,1.2199579293705076,0.9759152066169112
