technique,true_positives,false_positives,true_negatives,false_negatives,FDR,n_true_do_called,n_consensus_peaks,n_true_do,it,prop.do,symmetry,constant.background,equal.DNA.bind,equal.lib.size,prop.consensus,more.background.cond,FDR.threshold,condA_rep1,condA_rep2,condA_rep3,condA_rep4,condA_rep5,condA_rep6,condA_rep7,condA_rep8,condA_rep9,condA_rep10,condB_rep1,condB_rep2,condB_rep3,condB_rep4,condB_rep5,condB_rep6,condB_rep7,condB_rep8,condB_rep9,condB_rep10
Oracle,445,48,9451,55,0.0973630831643002,500,9999,500,1,0.05,TRUE,FALSE,TRUE,TRUE,0.75,B,0.05,0.8340196213763925,1.2095362516391142,1.0047097609315012,1.0269566427197203,1.0789164623466247,0.97590532492659,0.9354142108105996,1.2410616545520905,0.8522479628429357,1.1876324551758155,1.1852604791482244,0.9552887662183716,0.8999577372146773,0.8308667564434792,1.1821437067520613,0.6777406094897782,0.9048317584680224,1.0747495706528407,1.1823053089693412,0.9957051288902458
LIB_PEAKS,446,49,9450,54,0.09898989898989899,500,9999,500,1,0.05,TRUE,FALSE,TRUE,TRUE,0.75,B,0.05,0.8340184720607677,1.1665485921324823,0.9866372199588551,1.0121968170691942,1.0514997622194802,0.9570089244940664,0.9278845347668998,1.20168750541039,0.8418596539103894,1.1467702919308094,1.1615742253577115,0.9621892797629329,0.9062761714978488,0.8396686853822819,1.169318371305156,0.7073559768029718,0.9126379814353296,1.067721781725569,1.1524392314790597,0.9947065212978059
TMM_PEAKS,445,50,9449,55,0.10101010101010101,500,9999,500,1,0.05,TRUE,FALSE,TRUE,TRUE,0.75,B,0.05,0.8323058332256099,1.1650861370206944,0.9861657738996137,1.0111799406753255,1.053066089425623,0.9566920858324236,0.9285410187461838,1.1959281055290827,0.8413965176194935,1.1404045572368073,1.1640730646110875,0.964352478613922,0.90553403025056,0.8411380929970151,1.1707123669866462,0.7042182862271057,0.9143926461043576,1.0698778057086338,1.1569519197744516,0.9986271591455759
RLE_PEAKS,445,51,9448,55,0.1028225806451613,500,9999,500,1,0.05,TRUE,FALSE,TRUE,TRUE,0.75,B,0.05,0.853532507837621,1.1977603315451317,1.0161791247166492,1.0389273450720746,1.0827940357227315,0.9840025798881715,0.9540810611548821,1.2246890295945438,0.8643066502858212,1.1792393489870119,1.1980195659447013,0.9917281329020817,0.9325080163434286,0.8653765751022603,1.2000016130506457,0.729952360540554,0.9414497689022275,1.1044448091367354,1.1817787003211944,1.023235227771605
LIB_BINS,390,446,9053,110,0.5334928229665071,500,9999,500,1,0.05,TRUE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9001341347634707,0.9408707127030459,0.918321582084767,0.9207146862017482,0.9263008153110291,0.914152455668907,0.9107818104507495,0.9436962599838944,0.9017222791334782,0.9385708277116922,1.0976172327683007,1.077081491295817,1.0700130341212954,1.060778581973696,1.0995293046018793,1.0456871613653298,1.0698985797508336,1.0885092922911959,1.096478447774147,1.0791413100447245
TMM_BINS,390,459,9040,110,0.5406360424028268,500,9999,500,1,0.05,TRUE,FALSE,TRUE,TRUE,0.75,B,0.05,0.900705777755665,0.9406366427317063,0.9164049367016577,0.9190750940274051,0.9257363859755285,0.9140715198479292,0.910084933215637,0.942984949255344,0.9011418691842844,0.9375803702905231,1.09752632816561,1.0786783630541845,1.0713205224638949,1.0618996662991211,1.1017884505119753,1.0461386715935181,1.072100988115462,1.0883401250096552,1.0950000829082938,1.0798869232229567
RLE_BINS,390,458,9041,110,0.5400943396226415,500,9999,500,1,0.05,TRUE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9047594462036423,0.9464342082110806,0.9214499525156472,0.9244192254999951,0.9281596583940857,0.918143920729548,0.9152174644304234,0.9485433977680223,0.9068005010523043,0.9425237919475102,1.1024330354283918,1.0839798188800331,1.0758175494604836,1.067306083427505,1.10551170327354,1.0508988397183405,1.0777000192224566,1.0956783978060793,1.1023009492640945,1.0854161116402554
DBA_NORM_OFFSETS_ADJUST,445,48,9451,55,0.0973630831643002,500,9999,500,1,0.05,TRUE,FALSE,TRUE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAnorm2,423,15,9106,77,0.03424657534246575,489,9610,500,1,0.05,TRUE,FALSE,TRUE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oracle,917,57,8942,83,0.058521560574948665,1000,9999,1000,1,0.1,TRUE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0457018773782634,1.019910289216707,1.1324771513328853,1.031738243623149,1.0004461598404109,0.8303061565769893,0.8862303904086848,1.1660660394422264,0.8334507615319852,0.8280559689664766,0.9007387816389713,0.8515106244036087,1.1487692529187796,1.0326671954529894,1.1382301447709342,1.2883557371079002,0.730418894868536,1.119092009510918,1.1577926103246197,1.0726874336214938
LIB_PEAKS,910,56,8943,90,0.057971014492753624,1000,9999,1000,1,0.1,TRUE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0384643540689091,1.011631257772826,1.1151044705888327,1.028438969008561,1.0002619328614029,0.845294158220143,0.892068004372036,1.147071281706465,0.8485541432997024,0.8425944301817746,0.8939874348394402,0.8466719504604137,1.11773141599043,1.0180395150475985,1.1098641207413165,1.2490837639286714,0.7331598116283803,1.0907950699072995,1.125811981291477,1.0453719340843204
TMM_PEAKS,909,58,8941,91,0.05997931747673216,1000,9999,1000,1,0.1,TRUE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0403792668511178,1.013062369100464,1.1185334021900408,1.029609585679951,1.0024925314324897,0.8436804977394745,0.894022828709739,1.1508250002492768,0.8485213780930653,0.841214637078598,0.8924766075111794,0.8473340315567,1.1164201166209247,1.0146276526588482,1.1091642425050057,1.2469156872581642,0.7349948939941342,1.0891935012435612,1.1220474284050397,1.0438766314646999
RLE_PEAKS,910,56,8943,90,0.057971014492753624,1000,9999,1000,1,0.1,TRUE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0646628195520076,1.0402474161672743,1.1479075153459621,1.0559399183311249,1.025300655395052,0.8671561878098318,0.918577584989339,1.1774802654324543,0.8735331312874818,0.863157399340213,0.9188060837162446,0.8710639832881627,1.1473728207902045,1.045793363565297,1.1370601349673035,1.2814648278515928,0.7524133294572801,1.119840616674366,1.1593757187986884,1.072777444304477
LIB_BINS,772,708,8291,228,0.4783783783783784,1000,9999,1000,1,0.1,TRUE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0863693193298922,1.0830131761581772,1.092957649559599,1.0835366261434818,1.0797973132772463,1.0609183128134243,1.067329050347637,1.0979332946049707,1.0602091977373758,1.0627006976845645,0.9068275888494463,0.900791410454821,0.9332670153176033,0.9233117787225151,0.9313866853840997,0.9505254375884018,0.888057117255093,0.9312238023866163,0.9354289821520418,0.9244155442329948
