technique,true_positives,false_positives,true_negatives,false_negatives,FDR,n_true_do_called,n_consensus_peaks,n_true_do,it,prop.do,symmetry,constant.background,equal.DNA.bind,equal.lib.size,prop.consensus,more.background.cond,FDR.threshold,condA_rep1,condA_rep2,condA_rep3,condA_rep4,condB_rep1,condB_rep2,condB_rep3,condB_rep4
TMM_BINS,1837,2790,5222,163,0.6029824940566242,2000,10012,2000,1,0.2,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.0608197030284656,1.094881632570893,1.0428700797693593,1.0746973630316348,0.9459432738189503,0.9217158121339744,0.9174326941922133,0.9412389288880648
RLE_BINS,1836,2742,5270,164,0.598951507208388,2000,10012,2000,1,0.2,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.064065987897555,1.0959248241421278,1.0470998344192464,1.0779813878466984,0.9503781130002652,0.924433568875823,0.9223764712478785,0.9446713502144373
DBA_NORM_OFFSETS_ADJUST,1746,309,7703,254,0.15036496350364964,2000,10012,2000,1,0.2,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA,NA,NA
MAnorm2,1594,81,7766,406,0.04835820895522388,1980,9827,2000,1,0.2,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA,NA,NA
Oracle,1967,148,7357,533,0.06997635933806147,2500,10005,2500,1,0.25,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.7458039558424587,0.87897949039424494,1.0215041966814131,0.8379232044137217,1.1437845119753836,1.4708142262378996,0.9275624517990776,1.142107569806449
LIB_PEAKS,2271,487,7018,229,0.17657722987672225,2500,10005,2500,1,0.25,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.8206856156635502,0.9608885192686886,1.0979419010699611,0.917408664314809,1.0282750510835983,1.2899536335305137,0.8549547736895995,1.0298918413792795
TMM_PEAKS,2042,155,7350,458,0.07055075102412381,2500,10005,2500,1,0.25,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.7654169960050378,0.8834829460573764,1.0020273058265943,0.8392160759193895,1.1196090411157287,1.4003243160326322,0.9298275538662578,1.119085115041994
RLE_PEAKS,2055,154,7351,445,0.06971480307831598,2500,10005,2500,1,0.25,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.7876212371533594,0.9086388039274871,1.033232644163369,0.8632221952190792,1.1354036184579284,1.4287836171508852,0.9494284577097233,1.139915461547561
LIB_BINS,2121,188,7317,379,0.08142052836725855,2500,10005,2500,1,0.25,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.8972639246891476,0.9155263982657801,0.9318694051106863,0.9110664236798881,1.0823627120336694,1.113395625858751,1.0633267813103642,1.0851887290517133
TMM_BINS,2103,173,7332,397,0.07601054481546574,2500,10005,2500,1,0.25,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.8937567289294815,0.9114172456032857,0.9247353913848548,0.904130110956809,1.0888214336678768,1.1189435180038576,1.0704025519970082,1.091926967047961
RLE_BINS,2108,176,7329,392,0.07705779334500876,2500,10005,2500,1,0.25,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9005042029240979,0.9165562508299683,0.929690652661402,0.9130674444719779,1.09328370977558,1.123193483845752,1.073676046420343,1.094096535485809
DBA_NORM_OFFSETS_ADJUST,2226,394,7111,274,0.150381679389313,2500,10005,2500,1,0.25,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA
MAnorm2,1998,75,7273,502,0.0361794500723589,2471,9819,2500,1,0.25,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA
Oracle,2323,185,6822,677,0.07376395534290271,3000,10007,3000,1,0.3,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.1243386860655935,0.8798249925987686,1.0362570475151849,0.6238762964057177,0.8144531917520266,1.238098363141295,1.1090491445725628,1.3981974273509867
LIB_PEAKS,2752,555,6452,248,0.16782582400967644,3000,10007,3000,1,0.3,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.216546707362896,0.9791911422403248,1.1326325070334775,0.7230760459533992,0.7208835134032244,1.0657108828894024,0.962647487543551,1.1993117135737248
TMM_PEAKS,2511,185,6822,489,0.06862017804154302,3000,10007,3000,1,0.3,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.1041933725291773,0.8993075470075604,1.0282164964556488,0.6759992547199858,0.787183536160691,1.1616136701434574,1.0478380254825117,1.3084498492136507
RLE_PEAKS,2529,191,6816,471,0.07022058823529412,3000,10007,3000,1,0.3,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.148242796364297,0.9326245151223745,1.0677489166728948,0.7005377231214296,0.8068152269291322,1.199119432200183,1.0734267247684006,1.3435444287395595
LIB_BINS,2709,992,6015,291,0.26803566603620643,3000,10007,3000,1,0.3,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.1064836684696118,1.0766934363033616,1.0965653168198848,1.0489768559843606,0.8876992374999958,0.9273942916171001,0.9141824504697456,0.9420047428359399
TMM_BINS,2706,931,6076,294,0.2559802034643937,3000,10007,3000,1,0.3,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.0982197359717765,1.075460141115935,1.0912898389547987,1.0500305386239073,0.8911168338974532,0.9294150105393498,0.9184814088635741,0.9436553683501044
RLE_BINS,2706,948,6059,294,0.2594417077175698,3000,10007,3000,1,0.3,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.1060274111264932,1.0802102453891278,1.0973771615166923,1.0554182388890687,0.8949107734542473,0.931740285370603,0.920265836345108,0.94611047411283
DBA_NORM_OFFSETS_ADJUST,2716,473,6534,284,0.14832235810598934,3000,10007,3000,1,0.3,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA,NA,NA
MAnorm2,2409,83,6755,591,0.03330658105939005,2963,9801,3000,1,0.3,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA,NA,NA
Oracle,2834,181,6328,666,0.060033167495854065,3500,10009,3500,1,0.35000000000000003,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,1.0326283195308157,1.0025301077717987,0.9673908704692928,0.7191594873485485,0.7615431109041625,1.035664901297106,1.5787086213466532,1.1151046151618034
LIB_PEAKS,3263,785,5724,237,0.19392292490118576,3500,10009,3500,1,0.35000000000000003,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,1.1284669105115137,1.0879100181275767,1.0653355347359466,0.8116780917257214,0.6945259863818074,0.9053516318034688,1.3329823584592755,0.9737494682546901
TMM_PEAKS,2915,195,6314,585,0.06270096463022508,3500,10009,3500,1,0.35000000000000003,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,1.0200806326367118,0.9823505566415739,0.9586483688807685,0.7374020039159419,0.7691033278932975,1.005360207505984,1.4691083628647614,1.0767245222648334
RLE_PEAKS,2936,191,6318,564,0.06108090821874001,3500,10009,3500,1,0.35000000000000003,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,1.0567244098898645,1.018917964505188,0.9995479026408727,0.7689259883727153,0.7951384430378049,1.0302669410627887,1.5031343065506952,1.1048616279982963
LIB_BINS,2706,73,6436,794,0.02626844188557035,3500,10009,3500,1,0.35000000000000003,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9337713784868328,0.9294565091578343,0.9248875050149714,0.897766114769207,1.046632360123672,1.069806346244269,1.1198022194907349,1.0778775667124785
TMM_BINS,2667,72,6437,833,0.02628696604600219,3500,10009,3500,1,0.35000000000000003,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9269961117971945,0.9228801147058066,0.918921966930282,0.8976108876650241,1.0514225659099603,1.0758407958999778,1.1248947674655732,1.084687644069796
RLE_BINS,2668,76,6433,832,0.027696793002915453,3500,10009,3500,1,0.35000000000000003,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9317984472604792,0.9287117563650567,0.9234800255893184,0.9007363442463361,1.055810030713051,1.0799817821459388,1.1293933229653235,1.0873270380945905
DBA_NORM_OFFSETS_ADJUST,3208,679,5830,292,0.1746848469256496,3500,10009,3500,1,0.35000000000000003,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA
MAnorm2,2791,92,6250,709,0.03191120360735345,3457,9799,3500,1,0.35000000000000003,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA
Oracle,3238,152,5853,762,0.044837758112094395,4000,10005,4000,1,0.4,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.8653658406237906,1.0025910041887978,0.9808459622437136,0.7321580494617406,1.1564312419807168,1.397765058116078,0.9254049989098948,1.0729635328822833
LIB_PEAKS,3768,832,5173,232,0.1808695652173913,4000,10005,4000,1,0.4,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9850127229315427,1.1193975196822443,1.1068034988995878,0.839014748138267,0.9969790043605465,1.1968131018170813,0.8219947912579821,0.9339846129127479
TMM_PEAKS,3412,177,5828,588,0.04931735859570911,4000,10005,4000,1,0.4,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.8813976704338787,1.0077356392361636,0.9832404808522557,0.7601458311082864,1.1137155968394448,1.3286436650575173,0.9165077308198122,1.0418214448546719
RLE_PEAKS,3444,188,5817,556,0.051762114537444934,4000,10005,4000,1,0.4,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9139870006144186,1.036270530079057,1.0126454262418971,0.7834985794201126,1.1266711402909382,1.3494617928344474,0.9264751781421474,1.0522035125027283
LIB_BINS,3385,161,5844,615,0.045403271291596166,4000,10005,4000,1,0.4,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9200238838853166,0.9337988979934395,0.9309913509862423,0.9005008762720679,1.0779982856146757,1.1023011483448468,1.0621178828441198,1.0722676740592914
TMM_BINS,3344,152,5853,656,0.043478260869565216,4000,10005,4000,1,0.4,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9163630785379568,0.9270870131158067,0.9226111722250523,0.8991324478062639,1.0852169668124898,1.1075185172836464,1.0678920914708192,1.07758393443132
RLE_BINS,3346,153,5852,654,0.043726779079737065,4000,10005,4000,1,0.4,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9190081023041224,0.9323001756742444,0.9276824149805388,0.9029191729821855,1.0883703876882442,1.1100404904751313,1.072422783410799,1.0827338137646516
DBA_NORM_OFFSETS_ADJUST,3721,736,5269,279,0.16513349786852144,4000,10005,4000,1,0.4,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA
MAnorm2,3215,101,5766,785,0.0304583835946924,3937,9804,4000,1,0.4,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA
Oracle,3682,187,5318,818,0.048332902558800725,4500,10005,4500,1,0.45,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,1.0882690408738072,0.7356586543704788,0.9361327284437638,0.713961884099096,1.404191536776133,1.1731961852153607,0.9558524326261584,1.18682607131464
LIB_PEAKS,4243,924,4581,257,0.1788271724404877,4500,10005,4500,1,0.45,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,1.224546139244395,0.8541876860260802,1.068851008267054,0.8290962429923708,1.1786134789213685,1.0016741668734679,0.8335080016318296,1.009523276043434
TMM_PEAKS,3896,211,5294,604,0.05137570002434867,4500,10005,4500,1,0.45,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,1.0830094237538495,0.7664687875277368,0.9474072615932279,0.7402000395954966,1.3271208418865759,1.1262522152539838,0.9359917399122765,1.1306909040180289
RLE_PEAKS,3935,217,5288,565,0.05226396917148362,4500,10005,4500,1,0.45,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,1.1145055349123676,0.7906440764229046,0.9755205251263108,0.7677289028381217,1.3408946927965812,1.1417875623050318,0.947086612592385,1.148077866001791
LIB_BINS,3961,260,5245,539,0.061596778014688464,4500,10005,4500,1,0.45,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9448211279514782,0.9012806719253287,0.9284061143167365,0.9003153581746228,1.1011859360014353,1.0795928231721559,1.0621197983073845,1.0822781701508581
TMM_BINS,3936,233,5272,564,0.05588870232669705,4500,10005,4500,1,0.45,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9344121560556575,0.8997076796824381,0.9202187510456683,0.8981246279261669,1.1089522740160154,1.0846706024839543,1.0693478976579984,1.088373642575469
RLE_BINS,3938,235,5270,562,0.05631440210879463,4500,10005,4500,1,0.45,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.9389410823870943,0.9038027589811528,0.9245824878935952,0.9042816033340714,1.1112193611461378,1.0891556851568824,1.071523828438739,1.0922700760023474
DBA_NORM_OFFSETS_ADJUST,4180,777,4728,320,0.15674803308452692,4500,10005,4500,1,0.45,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA
MAnorm2,3655,108,5276,845,0.028700504916290195,4444,9828,4500,1,0.45,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA
Oracle,3936,217,4797,1064,0.05225138454129545,5000,10014,5000,1,0.5,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,0.8417906248107394,0.7843212407688456,0.7659169123981155,0.8420243270636271,1.3051948228249444,1.1459830478354534,1.116460854924418,1.4063667955909254
LIB_PEAKS,4758,975,4039,242,0.17006802721088435,5000,10014,5000,1,0.5,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,0.9964801396455619,0.9391849922173834,0.9209130974728251,0.9977284447669995,1.084468503658537,0.9594973857181377,0.9388660571176755,1.1628613794028797
TMM_PEAKS,4365,226,4788,635,0.04922674798518841,5000,10014,5000,1,0.5,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,0.8867331141798691,0.8369051572881484,0.8209407954391862,0.8834150488916886,1.2237795501618682,1.077517910764124,1.0550187340181407,1.304696376825919
RLE_PEAKS,4415,242,4772,585,0.05196478419583423,5000,10014,5000,1,0.5,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,0.9055398955527225,0.8527492642132869,0.842863895788531,0.9092386318847542,1.226682378792686,1.0810464110011657,1.0608098592593802,1.3133104861140423
LIB_BINS,4623,2721,2293,377,0.37050653594771243,5000,10014,5000,1,0.5,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.079316353243404,1.0730153578781247,1.07188051327259,1.079026437315651,0.9306040500418811,0.9156577329352295,0.9120551858205753,0.9384443694925444
TMM_BINS,4629,2695,2319,371,0.3679683233205898,5000,10014,5000,1,0.5,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.0770316317857738,1.0719924880769254,1.0710831560432246,1.0764439980211946,0.9319344020663055,0.9174697376763665,0.9139327221789288,0.9391495664978593
RLE_BINS,4625,2695,2319,375,0.3681693989071038,5000,10014,5000,1,0.5,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,1.0802211875584455,1.076543846066285,1.0741614708462588,1.0805750016454494,0.934792671082861,0.9197994523329972,0.9159434891962788,0.9426331807215332
DBA_NORM_OFFSETS_ADJUST,4695,784,4230,305,0.1430918050739186,5000,10014,5000,1,0.5,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA,NA,NA
MAnorm2,4153,126,4765,847,0.02944613227389577,4934,9825,5000,1,0.5,TRUE,FALSE,FALSE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA,NA,NA
Oracle,4470,190,4316,1030,0.0407725321888412,5500,10006,5500,1,0.55,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.612889729738849,0.8019964052309093,0.7761715201091514,0.9750392743172542,1.3460835624106298,1.4059095386558274,1.3925986388923688,1.020023217368799
LIB_PEAKS,5268,1071,3435,232,0.1689540937056318,5500,10006,5500,1,0.55,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.7421070301624373,0.9405768923036053,0.9142020430425792,1.1330475263119912,1.1088916384189063,1.1490153463518815,1.1488362898915725,0.8633232335170266
TMM_PEAKS,4920,249,4257,580,0.0481717933836332,5500,10006,5500,1,0.55,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.6627432546237962,0.8366045349992819,0.8130952772241975,0.9979759603935058,1.2490472463413005,1.2937522140998052,1.2908429910010428,0.9735701172440505
RLE_PEAKS,4945,266,4240,555,0.05104586451736711,5500,10006,5500,1,0.55,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.686080053536292,0.8622220124596303,0.8369165343885497,1.016062836876535,1.2642196168406052,1.3133379457549228,1.3089471187726829,0.9882893204704326
LIB_BINS,5172,703,3803,328,0.1196595744680851,5500,10006,5500,1,0.55,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.8881712980894422,0.9129879316985607,0.9096375057413497,0.9364813059318768,1.0933003778138,1.0982941515292657,1.09872213285499,1.0624052963407147
TMM_BINS,5168,663,3843,332,0.11370262390670553,5500,10006,5500,1,0.55,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.8871532914792408,0.9105558307475443,0.9063795590194095,0.9322611482508483,1.095091498021088,1.0999311669392657,1.1023351431498898,1.0682748577663232
RLE_BINS,5163,654,3852,337,0.11242908715832904,5500,10006,5500,1,0.55,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,0.8918552443040549,0.9157118526203137,0.9112924691831175,0.93241711749111,1.1011849834509349,1.1070892575667384,1.1077501326997663,1.072999440624446
DBA_NORM_OFFSETS_ADJUST,5199,848,3658,301,0.1402348271870349,5500,10006,5500,1,0.55,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA
MAnorm2,4651,115,4276,849,0.024129248845992445,5429,9820,5500,1,0.55,TRUE,FALSE,FALSE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA,NA,NA
