technique,true_positives,false_positives,true_negatives,false_negatives,FDR,n_consensus_peaks,n_true_do,peak_call_tpr_do,peak_call_tpr,peak_call_fdp,it,prop.do,symmetry,constant.background,equal.DNA.bind,equal.lib.size,prop.consensus,more.background.cond,FDR.threshold,condA_rep1,condA_rep2,condA_rep3,condB_rep1,condB_rep2,condB_rep3
TMM_PEAKS,703,57,8026,797,0.075,9575,1500,0.9946666666666667,0.9575,0,1,0.15000000000000002,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.868903806616904,0.8496580706812523,1.223430142988019,1.107766487518763,0.9654979815668673,0.9853778629659345
RLE_PEAKS,701,58,8025,799,0.0764163372859025,9575,1500,0.9946666666666667,0.9575,0,1,0.15000000000000002,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.8832212899155926,0.8672651301066161,1.2439105978244596,1.1388750660755647,0.9854032530093111,1.002378889104533
LIB_BINS,916,164,7919,584,0.15185185185185185,9575,1500,0.9946666666666667,0.9575,0,1,0.15000000000000002,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0687730150418342,1.0652924510119708,1.109134668821747,0.9278480965301525,0.9140608849192695,0.9148908836750257
TMM_BINS,904,154,7929,596,0.14555765595463138,9575,1500,0.9946666666666667,0.9575,0,1,0.15000000000000002,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0675223305251538,1.0629386298295949,1.1042270260519194,0.9289507966675034,0.9168777382724208,0.9181470534398433
RLE_BINS,916,145,7938,584,0.13666352497643733,9575,1500,0.9946666666666667,0.9575,0,1,0.15000000000000002,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.072633620392383,1.0688644323287142,1.109037789404085,0.9346113795919658,0.9218737957912367,0.921504227562733
DBA_NORM_OFFSETS_ADJUST,729,59,8024,771,0.07487309644670051,9575,1500,0.9946666666666667,0.9575,0,1,0.15000000000000002,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA
MAnorm2,441,36,8047,1059,0.07547169811320754,9575,1500,0.9946666666666667,0.9575,0,1,0.15000000000000002,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA
Oracle,971,69,7654,1029,0.06634615384615385,9721,2000,0.999,0.9721,0,1,0.2,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.902204578951586,0.6115539977167113,1.227587367543386,1.1034017388543698,1.0438048513245055,1.28190186047665
LIB_PEAKS,1077,81,7642,923,0.06994818652849741,9721,2000,0.999,0.9721,0,1,0.2,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.8875982817441287,0.6376422279982865,1.190851328542196,1.062953222412419,1.0060074102771088,1.214947529025861
TMM_PEAKS,823,97,7626,1177,0.10543478260869565,9721,2000,0.999,0.9721,0,1,0.2,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.8580674257461769,0.6163396797237015,1.1375729132406829,1.1047479173531913,1.0435959138480493,1.2624307831476849
RLE_PEAKS,838,86,7637,1162,0.09307359307359307,9721,2000,0.999,0.9721,0,1,0.2,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.8900839097411569,0.6388706886295172,1.1739204911619863,1.139571219056228,1.0823758274370545,1.3050677929069556
LIB_BINS,1614,605,7118,386,0.2726453357368184,9721,2000,0.999,0.9721,0,1,0.2,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0653103089818476,1.032500557568763,1.1035770834763616,0.9304797904106379,0.9208737599800051,0.9472584995823846
TMM_BINS,1600,584,7139,400,0.2673992673992674,9721,2000,0.999,0.9721,0,1,0.2,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.063948279633085,1.0330964184090696,1.0969163020304518,0.9333856524295608,0.9233479147756344,0.9481636349913726
RLE_BINS,1593,572,7151,407,0.26420323325635103,9721,2000,0.999,0.9721,0,1,0.2,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0661325701115947,1.0368076108057367,1.0982935041035893,0.9377671976364408,0.9267723017474101,0.9533581417611641
DBA_NORM_OFFSETS_ADJUST,942,66,7657,1058,0.06547619047619048,9721,2000,0.999,0.9721,0,1,0.2,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA
MAnorm2,579,31,7692,1421,0.05081967213114754,9721,2000,0.999,0.9721,0,1,0.2,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA
Oracle,1452,99,6737,1048,0.06382978723404255,9301,2500,0.986,0.9301,0,1,0.25,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.1558824008858424,0.9235509794047988,1.173412620860902,0.7055743329183123,1.1465539278261212,0.9868189032086512
LIB_PEAKS,1355,85,6751,1145,0.059027777777777776,9301,2500,0.986,0.9301,0,1,0.25,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.1163100868364595,0.9181075422936367,1.131357719441136,0.7297060491006236,1.1247290195477575,0.9797895827803865
TMM_PEAKS,953,77,6759,1547,0.07475728155339806,9301,2500,0.986,0.9301,0,1,0.25,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.0524864581581075,0.8689128253824698,1.071824665619834,0.7771861255055744,1.1833375259910932,1.0343246290359505
RLE_PEAKS,949,72,6764,1551,0.07051909892262488,9301,2500,0.986,0.9301,0,1,0.25,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.0793787329321645,0.8891480621445225,1.0968143768967964,0.7987834817976563,1.215137989129395,1.0611306605223192
LIB_BINS,411,172,6664,2089,0.2950257289879931,9301,2500,0.986,0.9301,0,1,0.25,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9319463319152446,0.9086705558751257,0.9317507586218724,1.0538195081076258,1.0948745749427922,1.0789382705373394
TMM_BINS,397,185,6651,2103,0.3178694158075601,9301,2500,0.986,0.9301,0,1,0.25,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9259516165270484,0.9035674192694871,0.9248849134070067,1.0618411048128777,1.1010215662714693,1.0857564180252344
RLE_BINS,394,184,6652,2106,0.31833910034602075,9301,2500,0.986,0.9301,0,1,0.25,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9296631619469742,0.9084543853931655,0.9288873294778079,1.0659745085544183,1.10649824561318,1.091477972218224
DBA_NORM_OFFSETS_ADJUST,1278,87,6749,1222,0.06373626373626373,9301,2500,0.986,0.9301,0,1,0.25,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA
MAnorm2,803,50,6786,1697,0.05861664712778429,9301,2500,0.986,0.9301,0,1,0.25,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA
Oracle,1861,117,6483,1139,0.05915065722952477,9581,3000,0.9936666666666667,0.9581,0,1,0.3,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.2030564526042773,1.1168271041978164,0.8984155473208213,0.6807650923217342,1.192518824367382,1.0204418642390245
LIB_PEAKS,1660,133,6467,1340,0.07417735638594534,9581,3000,0.9936666666666667,0.9581,0,1,0.3,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.1586570175121538,1.076926291724649,0.8896651862360617,0.7043067654022013,1.160507179260116,1.0099375598648186
TMM_PEAKS,1089,172,6428,1911,0.13639968279143536,9581,3000,0.9936666666666667,0.9581,0,1,0.3,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.0845401337514078,1.0064466109273196,0.8311443903594071,0.7549823364784313,1.2319485864162594,1.0859991014866819
RLE_PEAKS,1081,167,6433,1919,0.13381410256410256,9581,3000,0.9936666666666667,0.9581,0,1,0.3,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.1079010566803587,1.03655287353448,0.8556019713318294,0.7747039278775185,1.2705361903267993,1.1151778953890852
LIB_BINS,538,143,6457,2462,0.20998531571218795,9581,3000,0.9936666666666667,0.9581,0,1,0.3,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9396175962960394,0.9283431492857672,0.9077431395679086,1.0440602812854458,1.0991347524351651,1.0811010811296735
TMM_BINS,513,171,6429,2487,0.25,9581,3000,0.9936666666666667,0.9581,0,1,0.3,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9287789855618576,0.9201292924916279,0.9024238598432853,1.0530776553619694,1.1096561435111432,1.0900460428302736
RLE_BINS,514,171,6429,2486,0.24963503649635035,9581,3000,0.9936666666666667,0.9581,0,1,0.3,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9323571696547306,0.9236670109771092,0.9067085147186109,1.0568762683274702,1.1130385749278986,1.096369248508255
DBA_NORM_OFFSETS_ADJUST,1527,129,6471,1473,0.07789855072463768,9581,3000,0.9936666666666667,0.9581,0,1,0.3,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA
MAnorm2,1058,62,6538,1942,0.055357142857142855,9581,3000,0.9936666666666667,0.9581,0,1,0.3,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA
Oracle,1905,84,6029,1595,0.042232277526395176,9593,3500,0.9942857142857143,0.9593,0,1,0.35000000000000003,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0531283564282383,0.8760363659322378,0.936391720772674,0.9758763432860748,1.0462397129850942,1.1337387800966563
LIB_PEAKS,1996,88,6025,1504,0.04222648752399232,9593,3500,0.9942857142857143,0.9593,0,1,0.35000000000000003,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0503895660442344,0.8924076859190089,0.9405321194135672,0.9663958901567807,1.0377609037291988,1.1125138347372097
TMM_PEAKS,1156,152,5961,2344,0.1162079510703364,9593,3500,0.9942857142857143,0.9593,0,1,0.35000000000000003,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.9741260960556235,0.820681502290094,0.8698583485141649,1.0471422622035857,1.123825713200476,1.201993505991999
RLE_PEAKS,1159,158,5955,2341,0.11996962794229309,9593,3500,0.9942857142857143,0.9593,0,1,0.35000000000000003,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.9900991055749601,0.8346466678822175,0.8866466188354272,1.0660989930613216,1.1329744261147725,1.213678595817642
LIB_BINS,2883,455,5658,617,0.13630916716596764,9593,3500,0.9942857142857143,0.9593,0,1,0.35000000000000003,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0859944981294551,1.0686500023872147,1.0725073937683374,0.9146095032265787,0.9244058414068781,0.9338327610815355
TMM_BINS,2846,411,5702,654,0.1261897451642616,9593,3500,0.9942857142857143,0.9593,0,1,0.35000000000000003,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0802094854264424,1.063802443165489,1.0675697270494269,0.9193179845752439,0.9292977238312091,0.9376592838330903
RLE_BINS,2846,412,5701,654,0.12645794966236956,9593,3500,0.9942857142857143,0.9593,0,1,0.35000000000000003,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0836999988149296,1.0692123150109738,1.071830050164817,0.923043679060878,0.9323596519329823,0.9425112046415219
DBA_NORM_OFFSETS_ADJUST,1816,74,6039,1684,0.039153439153439155,9593,3500,0.9942857142857143,0.9593,0,1,0.35000000000000003,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA
MAnorm2,985,52,6061,2515,0.05014464802314368,9593,3500,0.9942857142857143,0.9593,0,1,0.35000000000000003,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,NA,NA,NA,NA,NA,NA
Oracle,2487,120,5416,1513,0.04602991944764097,9492,4000,0.989,0.9492,0,1,0.4,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.2790972078961076,1.0149422660688796,0.8614832562388873,0.9034730943469748,1.1494118520563483,0.8610281987608761
LIB_PEAKS,2422,135,5401,1578,0.05279624560031287,9492,4000,0.989,0.9492,0,1,0.4,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.2434663451662697,0.9934934305924038,0.8657698284820807,0.9110635948470952,1.1198267919501246,0.8663800089620258
TMM_PEAKS,1264,239,5297,2736,0.1590153027278776,9492,4000,0.989,0.9492,0,1,0.4,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.1130534023294103,0.901108142456012,0.78976458366975,1.004334003853976,1.2386316366039407,0.959397420616039
RLE_PEAKS,1262,226,5310,2738,0.15188172043010753,9492,4000,0.989,0.9492,0,1,0.4,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,1.1336841084968357,0.9221925776046689,0.8055622345319838,1.022753393561041,1.2580184012076274,0.9819364188152171
LIB_BINS,1016,163,5373,2984,0.13825275657336725,9492,4000,0.989,0.9492,0,1,0.4,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9491927184311338,0.920374802786306,0.9041611884878406,1.0693464770551095,1.0942689266906986,1.062655886548911
TMM_BINS,921,204,5332,3079,0.18133333333333335,9492,4000,0.989,0.9492,0,1,0.4,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9335529667726286,0.910508241086803,0.8984074039292247,1.0824288023078434,1.1052700795714379,1.0750687086518314
RLE_BINS,921,193,5343,3079,0.1732495511669659,9492,4000,0.989,0.9492,0,1,0.4,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,0.9356928342953253,0.9145235802424672,0.9024954994496921,1.0857185174278405,1.108345928931133,1.080002634062481
DBA_NORM_OFFSETS_ADJUST,2219,120,5416,1781,0.051303976058144504,9492,4000,0.989,0.9492,0,1,0.4,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA
MAnorm2,1303,97,5439,2697,0.06928571428571428,9492,4000,0.989,0.9492,0,1,0.4,FALSE,FALSE,TRUE,TRUE,0.75,B,0.05,NA,NA,NA,NA,NA,NA
Oracle,2382,80,4663,2118,0.03249390739236393,9201,4500,0.9906666666666667,0.9201,0,1,0.45,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0021465073866236,0.8595568851767168,0.8990273296453937,1.2123885566087145,1.1067120871065774,0.962375999115724
LIB_PEAKS,2595,106,4637,1905,0.039244724176231024,9201,4500,0.9906666666666667,0.9201,0,1,0.45,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,1.0067872327639562,0.8737736314767892,0.912523091224469,1.1741461127466275,1.074656844288162,0.9581130874999957
TMM_PEAKS,1178,245,4498,3322,0.17217146872803935,9201,4500,0.9906666666666667,0.9201,0,1,0.45,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.8948845969283875,0.7909256007458293,0.8165563032967492,1.3033050839993072,1.2025938072482785,1.0713598556331014
RLE_PEAKS,1180,234,4509,3320,0.16548797736916548,9201,4500,0.9906666666666667,0.9201,0,1,0.45,FALSE,FALSE,TRUE,TRUE,0.75,A,0.05,0.9077960975693079,0.8045186275192954,0.8283086203577337,1.3208259397056326,1.215010840488813,1.0849449084148783
